loan_id,origination_date,vintage,country,gender,age,dependents,monthly_income_usd,years_in_business,sector,loan_purpose,loan_amount_usd,loan_term_months,interest_rate_pct,dti_ratio,previous_loans,previous_defaults,dpd_history_days,group_lending,has_collateral,default
202,2024-11-16,35,Senegal,M,24,1,151.4,6.4,Petty trade,Inventory,967.35,9,25.5,0.7875,1,1,34,1,0,0
203,2023-09-23,21,Sierra Leone,M,63,2,305.22,1.1,Agriculture,Working capital,1608.4,12,37.1,0.5323,0,0,0,0,0,0
204,2022-07-30,7,Gambia,M,37,4,41.94,2.2,Manufacturing,Equipment,122.04,6,34.2,0.5345,2,0,21,0,0,0
205,2022-01-01,0,Senegal,M,59,3,154.24,1.1,Manufacturing,Emergency,321.91,9,37.8,0.2699,4,0,14,1,0,0
206,2022-11-27,11,Nigeria,M,37,3,169.43,0.2,Manufacturing,Expansion,1240.9,6,25.4,1.3127,0,0,7,1,0,0
207,2022-07-30,7,Ghana,F,37,5,150.45,3.5,Petty trade,Working capital,966.25,6,38.8,1.1947,3,0,0,0,0,0
208,2024-03-21,27,Senegal,F,46,5,43.71,1.0,Livestock,Inventory,130.26,12,32.2,0.2938,3,0,21,1,0,0
209,2022-06-30,6,Nigeria,M,26,3,77.05,1.7,Livestock,Education,151.42,12,13.5,0.176,0,0,0,0,0,0
210,2023-09-23,21,Nigeria,M,46,2,40.0,0.9,Services,Expansion,234.69,3,38.9,2.0839,1,1,51,1,1,0
211,2024-03-21,27,Ghana,M,64,1,55.11,16.5,Services,Inventory,389.65,24,32.7,0.4052,1,0,7,1,1,0
212,2023-12-22,24,Senegal,F,48,3,201.59,1.1,Petty trade,Inventory,1274.31,12,25.7,0.603,1,1,172,1,0,1
213,2022-10-28,10,Ghana,M,21,2,99.68,3.6,Services,Emergency,320.13,12,27.0,0.3084,0,0,0,0,0,0
214,2024-06-19,30,Ghana,M,50,5,198.65,1.6,Fishing,Working capital,1581.27,12,20.0,0.7374,0,0,0,1,1,0
215,2024-04-20,28,Nigeria,F,19,1,192.24,29.2,Petty trade,Inventory,610.88,3,29.2,1.1112,2,1,94,0,1,1
216,2024-04-20,28,Ghana,F,22,3,61.92,1.4,Petty trade,Equipment,363.61,18,32.5,0.4165,1,0,0,1,0,0
217,2022-07-30,7,Senegal,F,31,4,134.5,3.8,Petty trade,Equipment,335.49,12,29.0,0.2419,2,0,0,1,0,0
218,2022-06-30,6,Gambia,M,32,2,46.91,4.4,Fishing,Working capital,171.63,6,29.9,0.6641,2,0,0,1,1,0
219,2024-10-17,34,Gambia,M,18,3,143.28,0.3,Petty trade,Expansion,862.41,3,23.7,2.0861,1,0,7,0,1,0
220,2023-06-25,18,Senegal,M,18,1,156.69,5.7,Fishing,Working capital,925.79,24,20.7,0.3027,1,0,7,1,0,0
221,2023-02-25,14,Ghana,F,55,4,106.01,0.1,Services,Inventory,212.39,24,28.3,0.1103,2,0,0,1,0,0
222,2023-09-23,21,Nigeria,F,39,1,44.29,3.0,Petty trade,Emergency,187.42,12,30.1,0.4127,2,1,84,0,0,0
223,2024-02-20,26,Sierra Leone,M,27,4,49.77,1.6,Services,Working capital,298.75,12,24.7,0.5696,4,1,115,1,1,0
224,2024-10-17,34,Ghana,F,38,2,558.68,0.6,Agriculture,Working capital,4928.69,12,31.8,0.8679,3,1,97,1,1,0
225,2023-01-26,13,Nigeria,F,50,1,176.41,0.4,Petty trade,Equipment,560.0,9,34.9,0.406,3,0,7,0,0,1
226,2024-10-17,34,Ghana,F,52,2,102.79,4.7,Petty trade,Inventory,899.77,18,35.8,0.6356,3,1,68,0,1,0
227,2022-01-31,1,Senegal,M,31,4,216.14,2.3,Services,Working capital,1692.43,12,24.1,0.7408,0,0,0,1,0,0
228,2023-11-22,23,Ghana,M,25,4,293.83,4.5,Petty trade,Expansion,1998.65,3,14.7,2.3231,0,0,0,0,0,0
229,2024-01-21,25,Senegal,M,63,3,251.22,15.4,Petty trade,Inventory,1937.19,6,31.5,1.4058,1,1,164,0,1,0
230,2022-05-31,5,Senegal,F,47,0,108.19,7.8,Livestock,Working capital,751.22,12,25.7,0.6623,3,2,60,0,0,0
231,2022-07-30,7,Sierra Leone,M,64,2,99.45,20.3,Agriculture,Inventory,751.71,24,28.2,0.4157,3,0,0,1,0,0
232,2023-06-25,18,Ghana,M,32,7,195.89,2.3,Livestock,Equipment,389.24,12,24.2,0.1881,2,0,0,0,1,0
233,2024-11-16,35,Gambia,F,23,4,105.5,2.7,Petty trade,Equipment,457.03,9,41.1,0.5675,0,0,0,1,0,0
234,2023-12-22,24,Ghana,F,35,3,249.43,1.0,Services,Education,1405.51,12,24.7,0.5347,5,0,7,1,0,0
235,2024-10-17,34,Sierra Leone,F,33,5,129.96,8.7,Agriculture,Equipment,582.48,12,43.0,0.4661,3,0,0,1,0,0
236,2024-06-19,30,Gambia,F,51,1,195.6,1.1,Agriculture,Working capital,647.26,12,34.3,0.3296,2,1,153,1,1,0
237,2023-08-24,20,Sierra Leone,F,51,3,226.72,5.7,Services,Equipment,2013.8,24,36.4,0.5264,1,0,7,1,0,1
238,2024-06-19,30,Sierra Leone,F,21,1,55.74,1.6,Livestock,Inventory,462.92,12,27.0,0.7974,1,0,7,1,0,0
239,2022-01-31,1,Ghana,M,45,4,132.61,7.1,Petty trade,Inventory,343.27,12,21.4,0.2415,3,1,82,1,1,0
240,2022-05-31,5,Senegal,M,34,3,242.01,0.0,Agriculture,Working capital,682.9,12,33.6,0.2801,3,0,14,0,0,0
241,2024-07-19,31,Gambia,M,46,4,74.89,0.4,Manufacturing,Working capital,532.43,18,30.8,0.4982,2,0,0,1,0,0
242,2024-06-19,30,Gambia,M,36,3,87.47,1.7,Livestock,Expansion,484.96,12,24.0,0.5243,0,0,21,1,1,1
243,2022-11-27,11,Senegal,F,43,2,249.85,8.7,Services,Working capital,874.76,3,33.7,1.2332,1,0,14,0,1,0
244,2023-10-23,22,Nigeria,F,51,5,303.91,4.7,Agriculture,Working capital,2537.77,3,32.7,2.9365,0,0,0,1,0,0
245,2023-12-22,24,Sierra Leone,M,31,4,40.0,2.8,Petty trade,Education,373.8,18,14.2,0.5795,4,0,7,0,0,0
246,2024-08-18,32,Gambia,F,27,2,249.44,2.0,Fishing,Inventory,1164.78,12,33.0,0.4621,0,0,0,1,0,0
247,2023-12-22,24,Senegal,F,51,7,40.0,1.1,Agriculture,Working capital,273.83,24,35.7,0.4031,2,0,0,1,0,0
248,2023-06-25,18,Ghana,F,62,9,116.99,0.7,Agriculture,Working capital,462.12,6,15.8,0.689,2,0,21,0,0,0
249,2023-05-26,17,Senegal,F,38,3,52.91,4.8,Services,Equipment,475.61,12,43.6,0.9375,2,1,174,1,0,0
250,2023-07-25,19,Ghana,M,64,4,87.48,2.7,Petty trade,Inventory,399.07,9,39.2,0.5932,1,0,0,1,0,1
251,2024-02-20,26,Sierra Leone,M,26,3,129.41,12.3,Agriculture,Working capital,399.85,3,14.3,1.0546,2,0,0,0,1,0
252,2024-08-18,32,Senegal,M,56,7,167.08,2.3,Services,Expansion,836.15,9,25.1,0.6158,1,0,0,1,0,0
253,2023-07-25,19,Gambia,F,64,1,286.47,4.0,Fishing,Working capital,1100.64,6,20.9,0.6799,1,0,0,1,1,0
254,2022-12-27,12,Ghana,M,32,0,54.21,1.8,Livestock,Working capital,277.14,12,18.5,0.4699,2,0,0,0,0,0
255,2022-11-27,11,Gambia,F,24,1,243.17,2.3,Agriculture,Inventory,446.23,18,30.5,0.1283,2,0,0,1,1,0
256,2024-05-20,29,Sierra Leone,M,49,6,102.86,1.2,Livestock,Expansion,706.76,24,29.2,0.3814,2,0,14,0,0,0
257,2024-07-19,31,Sierra Leone,F,58,2,104.18,3.5,Services,Inventory,875.77,12,20.7,0.7815,0,0,7,1,0,0
258,2022-05-31,5,Gambia,F,21,2,337.06,2.1,Petty trade,Working capital,1005.62,24,21.6,0.1542,4,1,34,1,1,0
259,2022-04-01,3,Ghana,M,48,2,201.43,2.4,Agriculture,Equipment,571.46,18,28.1,0.195,1,0,0,0,1,0
260,2023-12-22,24,Nigeria,F,58,4,44.28,18.8,Fishing,Working capital,183.36,6,31.3,0.7545,0,0,0,0,0,1
261,2022-07-30,7,Senegal,F,19,4,115.93,0.5,Agriculture,Working capital,569.69,3,21.4,1.6968,0,0,7,0,0,0
262,2024-07-19,31,Senegal,F,42,1,77.59,1.5,Agriculture,Equipment,174.94,18,28.6,0.1555,2,0,0,0,0,0
263,2023-02-25,14,Sierra Leone,F,21,1,93.62,4.3,Services,Inventory,519.54,12,32.4,0.5476,1,0,21,1,0,0
264,2022-07-30,7,Gambia,F,26,1,112.3,0.7,Manufacturing,Expansion,675.75,12,35.3,0.6024,3,0,21,0,0,0
265,2024-09-17,33,Ghana,M,40,2,160.44,0.2,Petty trade,Education,1675.81,12,30.4,1.0203,1,0,7,1,0,0
266,2022-08-29,8,Gambia,F,33,7,57.21,7.1,Services,Inventory,479.22,6,29.3,1.5178,0,0,0,1,0,0
267,2023-01-26,13,Senegal,M,22,2,106.37,0.7,Manufacturing,Expansion,387.62,9,26.1,0.4502,1,0,7,1,1,0
268,2022-08-29,8,Nigeria,M,55,5,95.89,1.7,Manufacturing,Working capital,586.75,9,24.7,0.7518,0,0,0,0,0,0
269,2022-06-30,6,Nigeria,M,27,1,153.01,2.1,Manufacturing,Expansion,994.13,12,29.4,0.6315,2,0,0,1,1,0
270,2022-01-31,1,Ghana,F,58,0,117.71,0.7,Agriculture,Working capital,811.48,3,28.8,2.4091,0,0,0,0,1,1
271,2022-04-01,3,Gambia,M,26,3,213.29,1.1,Livestock,Equipment,351.56,9,31.3,0.2078,2,0,0,0,0,0
272,2022-09-28,9,Nigeria,F,42,6,141.9,2.9,Services,Working capital,294.98,6,21.9,0.3689,1,0,0,1,0,0
273,2022-04-01,3,Gambia,M,52,2,174.51,1.1,Petty trade,Equipment,555.13,12,33.1,0.315,3,1,123,1,1,0
274,2023-12-22,24,Ghana,M,40,2,139.73,1.5,Agriculture,Inventory,497.74,9,15.8,0.4223,0,0,7,0,0,0
275,2024-03-21,27,Gambia,M,37,2,60.96,3.2,Services,Working capital,501.41,12,33.5,0.8161,0,0,0,0,1,0
276,2023-05-26,17,Ghana,M,53,7,97.05,0.9,Agriculture,Expansion,761.48,12,26.3,0.7507,3,1,160,0,0,1
277,2023-03-27,15,Ghana,M,18,6,81.35,1.0,Petty trade,Emergency,399.81,12,19.0,0.4529,1,0,0,1,0,0
278,2023-09-23,21,Senegal,F,56,5,191.59,2.9,Agriculture,Inventory,1003.64,24,19.0,0.2641,2,1,63,0,1,0
279,2024-08-18,32,Ghana,M,50,1,202.53,6.4,Services,Working capital,1238.07,3,32.4,2.1487,1,0,14,1,1,0
280,2024-08-18,32,Senegal,M,53,5,115.69,6.5,Agriculture,Expansion,186.85,3,29.0,0.5646,1,0,7,1,0,0
281,2022-03-02,2,Ghana,M,37,3,132.58,3.6,Services,Working capital,511.46,6,29.7,0.6998,2,0,14,1,0,0
282,2022-09-28,9,Ghana,M,36,2,47.1,1.7,Services,Working capital,84.22,9,26.5,0.2213,1,0,0,1,0,0
283,2022-11-27,11,Nigeria,F,44,3,96.17,4.3,Petty trade,Working capital,206.28,9,24.7,0.2635,0,0,0,1,0,0
284,2022-12-27,12,Gambia,M,48,2,40.0,0.6,Livestock,Equipment,259.64,18,29.0,0.449,0,0,7,0,0,1
285,2023-11-22,23,Gambia,F,61,2,197.45,1.3,Petty trade,Working capital,1168.25,24,27.7,0.3239,2,0,0,1,0,0
286,2023-06-25,18,Gambia,F,58,3,462.83,9.5,Manufacturing,Working capital,2210.42,6,21.9,0.8476,0,0,0,0,0,0
287,2022-03-02,2,Gambia,M,20,4,88.24,0.5,Petty trade,Equipment,568.19,24,14.6,0.311,3,0,7,1,1,0
288,2023-05-26,17,Ghana,F,25,2,139.39,1.9,Manufacturing,Expansion,826.46,6,22.4,1.0537,1,0,7,0,0,0
289,2023-10-23,22,Gambia,M,62,2,156.08,2.9,Livestock,Emergency,540.53,6,29.2,0.6273,1,0,0,1,0,0
290,2022-05-31,5,Gambia,F,36,0,61.44,5.4,Petty trade,Expansion,364.01,12,34.6,0.5911,1,0,0,1,0,0
291,2024-07-19,31,Gambia,F,45,2,112.29,6.2,Fishing,Working capital,442.86,9,12.0,0.4604,1,0,0,1,0,0
292,2022-04-01,3,Ghana,M,20,2,160.88,0.9,Agriculture,Expansion,294.4,12,24.0,0.173,1,0,14,1,0,0
293,2024-10-17,34,Nigeria,F,22,2,134.48,0.0,Manufacturing,Inventory,1385.32,18,29.7,0.7161,5,2,77,0,0,0
294,2022-05-31,5,Senegal,M,37,6,125.93,7.8,Petty trade,Working capital,903.7,12,29.0,0.6961,2,1,79,1,0,0
295,2024-07-19,31,Sierra Leone,F,51,2,101.71,2.4,Agriculture,Equipment,643.77,18,28.4,0.4359,2,0,0,0,0,1
296,2024-09-17,33,Gambia,F,54,2,74.47,1.6,Services,Working capital,165.44,6,23.8,0.3964,1,0,7,1,1,0
297,2024-11-16,35,Ghana,M,60,3,182.29,2.7,Agriculture,Equipment,978.93,3,21.8,1.8555,3,0,0,1,0,0
298,2024-06-19,30,Gambia,M,27,3,349.4,12.4,Livestock,Expansion,2284.97,12,31.6,0.6427,1,0,0,0,0,0
299,2024-06-19,30,Nigeria,F,27,4,40.0,1.1,Manufacturing,Equipment,173.0,24,29.8,0.2414,2,0,14,0,1,0
300,2024-02-20,26,Gambia,M,43,3,40.0,1.6,Services,Working capital,118.42,12,27.4,0.2848,2,0,0,1,1,0
301,2024-06-19,30,Sierra Leone,F,43,5,58.63,3.5,Agriculture,Expansion,346.88,12,44.0,0.6183,0,0,0,1,0,0
302,2022-07-30,7,Nigeria,M,19,2,93.25,0.5,Fishing,Expansion,719.19,18,37.7,0.5675,4,1,145,1,0,0
303,2023-10-23,22,Ghana,M,39,2,103.82,1.0,Livestock,Inventory,408.2,12,31.9,0.387,1,0,7,1,0,0
304,2023-10-23,22,Ghana,F,60,2,131.14,6.4,Services,Equipment,1136.77,12,35.4,0.8682,0,0,0,0,0,0
305,2024-08-18,32,Senegal,F,25,4,126.91,0.7,Petty trade,Expansion,612.96,18,33.2,0.3443,0,0,0,1,1,0
306,2023-08-24,20,Gambia,F,56,2,111.81,11.7,Petty trade,Working capital,398.3,6,25.8,0.6392,0,0,7,0,0,0
307,2023-05-26,17,Sierra Leone,F,39,4,260.68,3.5,Petty trade,Inventory,2150.54,12,19.1,0.7607,0,0,0,0,1,0
308,2024-01-21,25,Nigeria,M,42,3,69.72,2.6,Manufacturing,Education,144.39,18,35.7,0.1503,1,0,7,1,1,0
309,2023-01-26,13,Gambia,M,48,7,209.42,1.1,Petty trade,Expansion,1502.83,9,27.9,0.8929,2,1,151,0,0,0
310,2022-07-30,7,Gambia,M,51,3,399.84,3.2,Agriculture,Working capital,1852.6,18,35.2,0.335,2,1,171,1,0,1
311,2023-08-24,20,Senegal,M,47,3,50.28,0.5,Agriculture,Emergency,93.85,12,34.5,0.1861,1,0,21,0,0,0
312,2023-06-25,18,Nigeria,M,22,2,40.0,5.4,Petty trade,Working capital,269.94,6,16.0,1.1778,2,0,7,0,0,0
313,2022-11-27,11,Ghana,F,31,3,135.83,15.1,Services,Inventory,541.38,12,33.0,0.3945,3,0,0,1,0,0
314,2023-04-26,16,Ghana,M,57,5,179.13,0.3,Manufacturing,Inventory,1308.75,9,41.9,0.96,1,0,7,0,1,0
315,2023-04-26,16,Gambia,M,19,3,124.18,5.5,Livestock,Working capital,662.76,9,26.6,0.6607,4,0,0,0,0,0
316,2023-03-27,15,Sierra Leone,F,51,2,40.0,2.7,Agriculture,Working capital,305.21,12,30.8,0.7469,1,0,14,1,1,0
317,2023-05-26,17,Gambia,M,42,3,44.16,3.0,Agriculture,Inventory,60.24,6,36.3,0.252,0,0,0,0,1,0
318,2024-03-21,27,Senegal,F,23,0,89.58,8.3,Petty trade,Working capital,500.1,12,16.3,0.5073,1,0,0,0,0,0
319,2023-02-25,14,Sierra Leone,M,23,4,155.94,8.2,Manufacturing,Equipment,800.02,6,12.0,0.8852,3,1,41,0,0,0
320,2024-10-17,34,Nigeria,M,64,1,98.23,1.9,Livestock,Expansion,919.63,9,26.8,1.1598,3,0,0,1,0,0
321,2024-09-17,33,Ghana,F,19,2,138.11,1.2,Agriculture,Inventory,1287.26,12,15.5,0.8435,1,0,7,1,0,0
322,2023-08-24,20,Nigeria,F,19,3,135.8,4.4,Petty trade,Emergency,710.33,12,38.8,0.5328,4,0,0,0,1,0
323,2023-03-27,15,Gambia,F,18,1,212.45,2.7,Livestock,Emergency,715.94,9,34.9,0.431,2,1,121,1,1,0
324,2023-10-23,22,Gambia,M,47,4,60.55,2.5,Services,Emergency,301.51,9,38.4,0.6455,1,0,21,1,0,0
325,2024-08-18,32,Gambia,M,61,2,128.11,9.5,Petty trade,Equipment,1027.54,6,27.7,1.4468,1,0,0,1,0,0
326,2024-02-20,26,Gambia,F,26,3,288.08,15.4,Agriculture,Working capital,558.61,9,37.0,0.25,2,0,0,1,0,0
327,2024-06-19,30,Nigeria,M,55,1,75.64,5.9,Agriculture,Inventory,771.07,18,28.7,0.7036,2,0,0,0,0,0
328,2023-10-23,22,Ghana,F,51,0,83.42,8.4,Agriculture,Emergency,556.11,18,31.2,0.4685,0,0,0,0,1,0
329,2024-01-21,25,Senegal,M,28,3,127.97,3.3,Services,Expansion,637.66,3,45.1,1.7873,0,0,21,0,1,0
330,2023-01-26,13,Nigeria,M,21,4,64.44,1.1,Services,Inventory,375.65,6,18.0,1.0232,4,0,0,1,0,0
331,2024-04-20,28,Senegal,M,40,0,60.43,0.2,Petty trade,Expansion,561.13,3,41.9,3.3138,0,0,0,1,0,0
332,2022-10-28,10,Gambia,F,21,3,98.66,12.5,Services,Equipment,414.16,9,13.0,0.4921,1,0,0,1,0,0
333,2024-03-21,27,Senegal,M,23,3,104.96,1.0,Agriculture,Inventory,344.57,18,27.9,0.2253,1,0,14,0,0,0
334,2024-08-18,32,Nigeria,F,39,3,190.73,2.3,Agriculture,Working capital,1428.99,12,32.5,0.7396,0,0,21,0,0,0
335,2022-07-30,7,Senegal,M,56,3,70.95,5.0,Agriculture,Inventory,105.12,6,24.1,0.2646,0,0,0,1,1,0
336,2024-01-21,25,Sierra Leone,F,64,4,123.75,6.0,Agriculture,Working capital,561.57,9,30.3,0.57,0,0,7,1,0,0
337,2022-05-31,5,Nigeria,M,47,2,254.83,2.7,Fishing,Working capital,657.94,3,31.0,0.9055,3,0,0,1,0,0
338,2024-04-20,28,Nigeria,F,30,3,245.89,5.6,Agriculture,Working capital,1971.46,9,33.0,1.0178,0,0,0,0,0,0
339,2022-05-01,4,Nigeria,F,33,2,113.74,0.6,Agriculture,Inventory,829.5,9,26.4,0.902,2,0,14,1,1,0
340,2024-10-17,34,Ghana,F,46,2,136.09,3.0,Manufacturing,Inventory,1210.26,6,22.6,1.5814,3,1,109,1,0,0
341,2022-07-30,7,Sierra Leone,M,26,2,70.59,3.2,Petty trade,Expansion,129.68,6,29.5,0.3331,0,0,21,1,0,0
342,2024-10-17,34,Ghana,F,42,5,144.5,4.4,Agriculture,Emergency,386.56,6,25.4,0.4795,2,0,0,0,1,0
343,2024-06-19,30,Senegal,M,54,5,304.36,1.3,Agriculture,Working capital,2971.72,6,28.2,1.7637,2,0,0,0,1,0
344,2023-12-22,24,Gambia,F,57,2,264.97,0.6,Agriculture,Working capital,1756.16,6,25.5,1.1882,1,0,14,1,0,1
345,2024-06-19,30,Nigeria,F,20,4,119.9,16.4,Agriculture,Working capital,454.93,24,29.6,0.2114,2,0,0,1,1,0
346,2024-06-19,30,Senegal,M,31,5,149.54,5.4,Services,Working capital,1008.86,12,23.2,0.6353,2,0,21,1,1,0
347,2024-10-17,34,Nigeria,F,29,3,78.16,0.3,Petty trade,Expansion,639.53,12,24.2,0.7745,3,0,0,1,0,1
348,2022-12-27,12,Sierra Leone,F,44,5,69.56,1.3,Agriculture,Inventory,445.07,9,19.1,0.7687,2,0,0,0,1,0
349,2023-12-22,24,Senegal,M,26,3,97.66,1.8,Manufacturing,Working capital,432.34,6,29.3,0.8022,0,0,7,1,1,0
350,2022-05-31,5,Senegal,M,62,4,142.94,1.4,Agriculture,Inventory,799.72,9,20.8,0.6768,3,0,0,1,0,0
351,2024-01-21,25,Gambia,M,61,2,187.38,0.9,Petty trade,Expansion,378.54,9,30.5,0.2539,4,1,43,1,1,0
352,2022-08-29,8,Senegal,F,33,3,115.87,10.1,Agriculture,Working capital,925.98,6,36.2,1.476,1,0,0,0,0,1
353,2023-11-22,23,Ghana,F,37,1,158.24,3.7,Agriculture,Emergency,1285.68,12,40.5,0.8346,3,0,0,1,1,0
354,2023-11-22,23,Senegal,M,38,3,40.0,1.9,Services,Working capital,352.7,6,27.1,1.5879,2,1,57,0,0,1
355,2023-08-24,20,Senegal,M,20,5,134.59,0.9,Agriculture,Working capital,455.98,12,50.0,0.3645,2,0,0,1,0,0
356,2023-10-23,22,Ghana,M,59,3,83.75,5.3,Agriculture,Equipment,272.01,6,32.9,0.5944,2,0,14,0,1,0
357,2024-05-20,29,Gambia,M,54,4,57.37,5.1,Petty trade,Working capital,364.66,9,29.0,0.7943,2,0,0,1,0,0
358,2024-06-19,30,Gambia,M,33,4,159.56,18.5,Manufacturing,Working capital,752.26,12,43.5,0.4915,3,0,0,0,0,0
359,2023-09-23,21,Gambia,M,43,4,289.54,1.5,Petty trade,Working capital,835.96,12,20.9,0.2687,0,0,21,1,0,0
360,2023-12-22,24,Nigeria,M,35,2,120.51,2.7,Agriculture,Working capital,983.58,24,27.9,0.4476,1,0,0,0,0,0
361,2024-10-17,34,Gambia,F,28,2,206.0,2.2,Petty trade,Inventory,441.68,9,25.6,0.2644,0,0,7,0,0,0
362,2022-06-30,6,Gambia,F,32,3,94.57,6.4,Petty trade,Working capital,118.82,9,17.7,0.1501,1,0,0,1,0,0
363,2022-06-30,6,Senegal,M,23,3,416.43,2.3,Petty trade,Working capital,3002.1,12,35.9,0.7239,1,0,21,1,0,0
364,2022-05-01,4,Ghana,F,56,4,47.19,2.2,Petty trade,Inventory,124.0,3,30.4,0.9206,2,0,0,1,0,0
365,2024-02-20,26,Nigeria,M,48,4,114.37,13.2,Petty trade,Inventory,1028.38,9,33.3,1.1428,1,0,0,0,0,0
366,2023-06-25,18,Senegal,M,61,2,190.73,7.6,Fishing,Inventory,1103.76,18,33.2,0.4125,1,0,0,1,0,1
367,2024-05-20,29,Ghana,F,18,2,119.28,2.1,Manufacturing,Inventory,803.54,6,14.5,1.1707,1,0,14,1,1,0
368,2024-02-20,26,Nigeria,F,47,2,277.51,1.7,Agriculture,Emergency,400.41,12,37.6,0.1461,0,0,14,1,0,0
369,2023-03-27,15,Nigeria,M,44,3,40.0,1.5,Manufacturing,Working capital,188.18,6,22.0,0.8352,0,0,0,1,1,0
370,2024-09-17,33,Ghana,M,47,2,113.67,0.9,Petty trade,Expansion,1118.37,24,35.8,0.5799,1,0,0,1,0,0
371,2024-05-20,29,Ghana,F,64,2,104.63,1.4,Manufacturing,Equipment,838.96,18,18.0,0.5116,2,0,7,0,0,0
372,2023-01-26,13,Gambia,M,36,0,113.73,1.6,Services,Emergency,360.07,12,30.9,0.31,1,0,0,1,0,0
373,2023-04-26,16,Senegal,F,24,3,47.0,1.3,Services,Working capital,70.05,6,23.0,0.2653,0,0,7,1,1,0
374,2023-02-25,14,Nigeria,M,18,3,102.02,3.5,Petty trade,Emergency,231.95,12,29.8,0.2214,2,0,0,1,0,0
375,2022-08-29,8,Gambia,M,41,5,99.24,10.6,Services,Emergency,703.06,6,26.8,1.2747,2,1,103,1,0,0
376,2022-07-30,7,Senegal,F,26,2,140.6,8.6,Services,Working capital,670.71,18,30.3,0.3331,2,0,14,1,0,0
377,2024-10-17,34,Ghana,F,24,6,234.85,0.7,Services,Equipment,1387.14,24,26.2,0.3188,0,0,0,0,0,0
378,2023-07-25,19,Sierra Leone,F,24,6,129.92,2.5,Petty trade,Working capital,1083.62,12,24.2,0.7895,1,0,21,0,0,0
379,2023-05-26,17,Gambia,F,31,5,156.13,4.0,Agriculture,Working capital,765.09,12,38.0,0.4972,1,0,0,1,0,0
380,2024-04-20,28,Nigeria,F,23,5,258.4,1.8,Petty trade,Equipment,1363.48,6,38.0,0.9794,0,0,21,1,1,0
381,2023-11-22,23,Gambia,M,40,1,248.02,12.8,Agriculture,Inventory,441.36,3,43.2,0.6364,1,0,0,1,1,1
382,2024-10-17,34,Nigeria,M,48,4,40.0,8.5,Agriculture,Equipment,349.56,18,28.4,0.6019,1,0,21,0,1,0
383,2024-06-19,30,Nigeria,M,31,3,196.06,2.6,Petty trade,Working capital,1048.67,6,27.4,0.964,2,0,14,0,1,0
384,2023-08-24,20,Nigeria,F,24,3,195.33,2.2,Petty trade,Working capital,1778.3,6,28.9,1.6478,1,1,104,1,0,1
385,2023-05-26,17,Sierra Leone,F,44,2,103.82,5.3,Agriculture,Working capital,313.02,6,22.8,0.5364,1,0,21,1,1,0
386,2024-11-16,35,Sierra Leone,M,22,3,92.29,0.4,Agriculture,Working capital,289.85,6,18.4,0.5519,1,0,0,1,1,0
387,2024-04-20,28,Sierra Leone,F,52,2,61.71,0.3,Petty trade,Inventory,80.78,6,24.0,0.2337,0,0,0,1,1,0
388,2024-10-17,34,Ghana,M,35,5,40.0,7.7,Fishing,Working capital,312.36,6,22.4,1.3878,2,0,0,1,0,0
389,2022-06-30,6,Senegal,F,37,3,202.32,0.0,Petty trade,Expansion,1022.84,6,32.8,0.925,1,0,7,1,1,0
390,2024-08-18,32,Gambia,F,29,3,192.3,8.7,Manufacturing,Expansion,756.92,12,34.6,0.3927,3,0,7,0,1,0
391,2024-01-21,25,Gambia,M,31,0,114.44,3.8,Petty trade,Education,474.34,24,12.7,0.1965,0,0,0,1,1,0
392,2022-06-30,6,Ghana,M,24,5,186.03,0.4,Agriculture,Working capital,615.44,6,22.0,0.5873,0,0,21,0,0,1
393,2023-12-22,24,Gambia,M,44,3,224.56,0.1,Agriculture,Working capital,1025.9,12,31.5,0.4487,1,0,21,1,0,1
394,2024-03-21,27,Sierra Leone,F,24,3,41.37,0.6,Petty trade,Working capital,165.28,9,29.5,0.5002,3,0,14,1,0,0
395,2022-01-01,0,Gambia,M,49,5,141.12,1.3,Livestock,Working capital,572.11,9,26.7,0.502,3,2,92,0,0,0
396,2023-08-24,20,Gambia,F,30,2,105.04,7.9,Petty trade,Emergency,872.5,12,26.5,0.7955,1,0,7,0,0,0
397,2024-07-19,31,Gambia,F,44,5,157.49,10.2,Petty trade,Inventory,972.99,12,31.1,0.6056,2,0,21,0,0,0
398,2023-02-25,14,Gambia,F,43,4,135.88,2.9,Services,Education,997.03,3,31.6,2.5758,1,0,0,1,0,0
399,2023-08-24,20,Gambia,F,47,4,192.85,10.5,Services,Emergency,1158.74,18,17.9,0.3831,3,0,7,1,1,0
400,2023-07-25,19,Ghana,M,53,4,47.01,0.9,Services,Equipment,164.3,3,14.1,1.1925,4,0,21,1,0,0
401,2023-02-25,14,Gambia,F,44,2,267.3,0.2,Petty trade,Equipment,2372.17,9,27.7,1.1033,0,0,0,1,0,0
402,2024-09-17,33,Nigeria,M,58,4,88.75,1.6,Fishing,Working capital,270.02,3,34.2,1.0725,4,0,0,1,0,0
403,2024-06-19,30,Senegal,M,30,5,112.11,2.0,Petty trade,Expansion,1114.71,12,24.8,0.9441,2,1,110,1,1,0
404,2022-06-30,6,Nigeria,M,53,4,42.28,0.6,Petty trade,Inventory,338.49,9,45.8,1.0678,1,0,14,1,0,1
405,2024-11-16,35,Nigeria,M,34,1,114.19,0.7,Manufacturing,Working capital,353.11,6,34.9,0.5691,1,0,7,1,0,0
